id	name	description	synonyms
data:0883	Structure	3D coordinate and associated data for a macromolecular tertiary (3D) structure or part of a structure.	["Coordinate model","Structure data"]
data:0884	Tertiary structure record	An entry from a molecular tertiary (3D) structure database.	[]
data:0885	Structure database search results	Results (hits) from searching a database of tertiary structure.	[]
data:0886	Structure alignment	Alignment (superimposition) of molecular tertiary (3D) structures.	[]
data:0887	Structure alignment report	An informative report of molecular tertiary structure alignment-derived data.	[]
data:0888	Structure similarity score	A value representing molecular structure similarity, measured from structure alignment or some other type of structure comparison.	[]
data:0889	Structural profile	Some type of structural (3D) profile or template (representing a structure or structure alignment).	["3D profile","Structural (3D) profile"]
data:0890	Structural (3D) profile alignment	A 3D profile-3D profile alignment (each profile representing structures or a structure alignment).	["Structural profile alignment"]
data:0891	Sequence-3D profile alignment	An alignment of a sequence to a 3D profile (representing structures or a structure alignment).	["Sequence-structural profile alignment"]
data:0892	Protein sequence-structure scoring matrix	Matrix of values used for scoring sequence-structure compatibility.	[]
data:0893	Sequence-structure alignment	An alignment of molecular sequence to structure (from threading sequence(s) through 3D structure or representation of structure(s)).	[]
data:0894	Amino acid annotation	An informative report about a specific amino acid.	[]
data:0895	Peptide annotation	An informative report about a specific peptide.	[]
data:0896	Protein report	An informative human-readable report about one or more specific protein molecules or protein structural domains, derived from analysis of primary (sequence or structural) data.	["Gene product annotation"]
data:0897	Protein property	A report of primarily non-positional data describing intrinsic physical, chemical or other properties of a protein molecule or model.	["Protein physicochemical property","Protein properties","Protein sequence statistics"]
data:0899	Protein structural motifs and surfaces	3D structural motifs in a protein.	[]
data:0900	Protein domain classification	Data concerning the classification of the sequences and/or structures of protein structural domain(s).	[]
data:0901	Protein features report (domains)	structural domains or 3D folds in a protein or polypeptide chain.	[]
data:0902	Protein architecture report	An informative report on architecture (spatial arrangement of secondary structure) of a protein structure.	[]
data:0903	Protein folding report	A report on an analysis or model of protein folding properties, folding pathways, residues or sites that are key to protein folding, nucleation or stabilisation centers etc.	[]
data:0904	Protein features (mutation)	Data on the effect of (typically point) mutation on protein folding, stability, structure and function.	[]
data:0905	Protein interaction raw data	Protein-protein interaction data from for example yeast two-hybrid analysis, protein microarrays, immunoaffinity chromatography followed by mass spectrometry, phage display etc.	[]
data:0906	Protein interaction data	Data concerning the interactions (predicted or known) within or between a protein, structural domain or part of a protein. This includes intra- and inter-residue contacts and distances, as well as interactions with other proteins and non-protein entities such as nucleic acid, metal atoms, water, ions etc.	["Protein interaction record","Protein-protein interaction data","Protein interaction report","Protein report (interaction)","Protein non-covalent interactions report","Atom interaction data","Residue interaction data"]
data:0907	Protein family report	An informative report on a specific protein family or other classification or group of protein sequences or structures.	["Protein classification data","Protein family annotation"]
data:0909	Vmax	The maximum initial velocity or rate of a reaction. It is the limiting velocity as substrate concentrations get very large.	[]
data:0910	Km	Km is the concentration (usually in Molar units) of substrate that leads to half-maximal velocity of an enzyme-catalysed reaction.	[]
data:0911	Nucleotide base annotation	An informative report about a specific nucleotide base.	[]
data:0912	Nucleic acid property	A report of primarily non-positional data describing intrinsic physical, chemical or other properties of a nucleic acid molecule.	["Nucleic acid physicochemical property","Nucleic acid structural property","Nucleic acid property (structural)","GC-content"]
data:0914	Codon usage data	Data derived from analysis of codon usage (typically a codon usage table) of DNA sequences.	["Codon usage report"]
data:0916	Gene report	A report on predicted or actual gene structure, regions which make an RNA product and features such as promoters, coding regions, splice sites etc.	["Gene annotation","Gene and transcript structure (report)","Gene function (report)","Gene structure (repot)","Nucleic acid features (gene and transcript structure)","Gene features report"]
data:0917	Gene classification	A report on the classification of nucleic acid / gene sequences according to the functional classification of their gene products.	[]
data:0918	DNA variation	stable, naturally occuring mutations in a nucleotide sequence including alleles, naturally occurring mutations such as single base nucleotide substitutions, deletions and insertions, RFLPs and other polymorphisms.	[]
data:0919	Chromosome report	A human-readable collection of information about a specific chromosome.	[]
data:0920	Genotype/phenotype report	A human-readable collection of information about the set of genes (or allelic forms) present in an individual, organism or cell and associated with a specific physical characteristic, or a report concerning an organisms traits and phenotypes.	["Genotype/phenotype annotation"]
data:0923	PCR experiment report	PCR experiments, e.g. quantitative real-time PCR.	[]
data:0924	Sequence trace	Fluorescence trace data generated by an automated DNA sequencer, which can be interprted as a molecular sequence (reads), given associated sequencing metadata such as base-call quality scores.	[]
data:0925	Sequence assembly	An assembly of fragments of a (typically genomic) DNA sequence.	["Contigs","SO:0000353","SO:0001248"]
data:0926	RH scores	Radiation hybrid scores (RH) scores for one or more markers.	["Radiation Hybrid (RH) scores"]
data:0927	Genetic linkage report	A human-readable collection of information about the linkage of alleles.	["Gene annotation (linkage)","Linkage disequilibrium (report)"]
data:0928	Gene expression profile	Data quantifying the level of expression of (typically) multiple genes, derived for example from microarray experiments.	["Gene expression pattern"]
data:0931	Microarray experiment report	microarray experiments including conditions, protocol, sample:data relationships etc.	[]
data:0932	Oligonucleotide probe data	Data on oligonucleotide probes (typically for use with DNA microarrays).	[]
data:0933	SAGE experimental data	Output from a serial analysis of gene expression (SAGE) experiment.	[]
data:0934	MPSS experimental data	Massively parallel signature sequencing (MPSS) data.	[]
data:0935	SBS experimental data	Sequencing by synthesis (SBS) data.	[]
data:0936	Sequence tag profile (with gene assignment)	Tag to gene assignments (tag mapping) of SAGE, MPSS and SBS data. Typically this is the sequencing-based expression profile annotated with gene identifiers.	[]
data:0937	Electron density map	X-ray crystallography data.	["Protein X-ray crystallographic data"]
data:0938	Raw NMR data	Nuclear magnetic resonance (NMR) raw data, typically for a protein.	["Protein NMR data"]
data:0939	CD spectra	Protein secondary structure from protein coordinate or circular dichroism (CD) spectroscopic data.	["Protein circular dichroism (CD) spectroscopic data","CD spectrum"]
data:0940	Volume map	Volume map data from electron microscopy.	["3D volume map","EM volume map","Electron microscopy volume map"]
data:0941	Electron microscopy model	Annotation on a structural 3D model (volume map) from electron microscopy.	[]
data:0942	2D PAGE image	Two-dimensional gel electrophoresis image	[]
data:0943	Mass spectrum	Spectra from mass spectrometry.	["Mass spectrometry spectra"]
data:0944	Peptide mass fingerprint	A set of peptide masses (peptide mass fingerprint) from mass spectrometry.	["Protein fingerprint","Peak list","Molecular weights standard fingerprint"]
data:0945	Peptide identification	Protein or peptide identifications with evidence supporting the identifications, for example from comparing a peptide mass fingerprint (from mass spectrometry) to a sequence database, or  the set of typical spectra one obtains when running a protein through a mass spectrometer.	["Peptide spectrum match","'Protein identification"]
data:0946	Pathway or network annotation	An informative report about a specific biological pathway or network, typically including a map (diagram) of the pathway.	[]
data:0947	Biological pathway map	A map (typically a diagram) of a biological pathway.	[]
data:0948	Data resource definition	A definition of a data resource serving one or more types of data, including metadata and links to the resource or data proper.	[]
data:0949	Workflow metadata	Basic information, annotation or documentation concerning a workflow (but not the workflow itself).	[]
data:0950	Mathematical model	A biological model represented in mathematical terms.	["Biological model"]
data:0951	Statistical estimate score	A value representing estimated statistical significance of some observed data; typically sequence database hits.	[]
data:0952	EMBOSS database resource definition	Resource definition for an EMBOSS database.	[]
data:0953	Version information	Information on a version of software or data, for example name, version number and release date.	[]
data:0954	Database cross-mapping	A mapping of the accession numbers (or other database identifier) of entries between (typically) two biological or biomedical databases.	[]
data:0955	Data index	An index of data of biological relevance.	[]
data:0956	Data index report	A human-readable collection of information concerning an analysis of an index of biological data.	["Database index annotation"]
data:0957	Database metadata	Basic information on bioinformatics database(s) or other data sources such as name, type, description, URL etc.	[]
data:0958	Tool metadata	Basic information about one or more bioinformatics applications or packages, such as name, type, description, or other documentation.	[]
data:0959	Job metadata	Textual metadata on a submitted or completed job.	[]
data:0960	User metadata	Textual metadata on a software author or end-user, for example a person or other software.	[]
data:0962	Small molecule report	A human-readable collection of information about a specific chemical compound.	["Small molecule annotation","Chemical structure report","Chemical compound annotation"]
data:0963	Cell line report	A human-readable collection of information about a particular strain of organism cell line including plants, virus, fungi and bacteria. The data typically includes strain number, organism type, growth conditions, source and so on.	["Cell line annotation","Organism strain data"]
data:0964	Scent annotation	An informative report about a specific scent.	[]
data:0966	Ontology term	A term (name) from an ontology.	["Ontology class name","Ontology terms"]
data:0967	Ontology concept data	Data concerning or derived from a concept from a biological ontology.	["Ontology class metadata","Ontology term metadata"]
data:0968	Keyword	Keyword(s) or phrase(s) used (typically) for text-searching purposes.	["Phrases","Term"]
data:0970	Citation	Bibliographic data that uniquely identifies a scientific article, book or other published material.	["Bibliographic reference","Reference"]
data:0971	Article	A scientific text, typically a full text article from a scientific journal.	["Article text","Scientific article"]
data:0972	Text mining report	A human-readable collection of information resulting from text mining.	["Text mining output"]
data:0974	Entity identifier	An identifier of a biological entity or phenomenon.	[]
data:0975	Data resource identifier	An identifier of a data resource.	[]
data:0976	Identifier (by type of data)	An identifier that identifies a particular type of data.	["Identifier (typed)"]
data:0977	Tool identifier	An identifier of a bioinformatics tool, e.g. an application or web service.	[]
data:0978	Discrete entity identifier	Name or other identifier of a discrete entity (any biological thing with a distinct, discrete physical existence).	[]
data:0979	Entity feature identifier	Name or other identifier of an entity feature (a physical part or region of a discrete biological entity, or a feature that can be mapped to such a thing).	[]
data:0980	Entity collection identifier	Name or other identifier of a collection of discrete biological entities.	[]
data:0981	Phenomenon identifier	Name or other identifier of a physical, observable biological occurrence or event.	[]
data:0982	Molecule identifier	Name or other identifier of a molecule.	[]
data:0983	Atom ID	Identifier (e.g. character symbol) of a specific atom.	["Atom identifier"]
data:0984	Molecule name	Name of a specific molecule.	[]
data:0985	Molecule type	A label (text token) describing the type a molecule.	[]
data:0986	Chemical identifier	Unique identifier of a chemical compound.	[]
data:0987	Chromosome name	Name of a chromosome.	[]
data:0988	Peptide identifier	Identifier of a peptide chain.	[]
data:0989	Protein identifier	Identifier of a protein.	[]
data:0990	Compound name	Unique name of a chemical compound.	["Chemical name"]
data:0991	Chemical registry number	Unique registry number of a chemical compound.	[]
data:0992	Ligand identifier	Code word for a ligand, for example from a PDB file.	[]
data:0993	Drug identifier	Identifier of a drug.	[]
data:0994	Amino acid identifier	Identifier of an amino acid.	["Residue identifier"]
data:0995	Nucleotide identifier	Name or other identifier of a nucleotide.	[]
data:0996	Monosaccharide identifier	Identifier of a monosaccharide.	[]
data:0997	Chemical name (ChEBI)	Unique name from Chemical Entities of Biological Interest (ChEBI) of a chemical compound.	["ChEBI chemical name"]
data:0998	Chemical name (IUPAC)	IUPAC recommended name of a chemical compound.	["IUPAC chemical name"]
data:0999	Chemical name (INN)	International Non-proprietary Name (INN or 'generic name') of a chemical compound, assigned by the World Health Organisation (WHO).	["INN chemical name"]
data:1000	Chemical name (brand)	Brand name of a chemical compound.	["Brand chemical name"]
data:1001	Chemical name (synonymous)	Synonymous name of a chemical compound.	["Synonymous chemical name"]
data:1002	CAS number	CAS registry number of a chemical compound; a unique numerical identifier of chemicals in the scientific literature, as assigned by the Chemical Abstracts Service.	["CAS chemical registry number","Chemical registry number (CAS)"]
data:1003	Chemical registry number (Beilstein)	Beilstein registry number of a chemical compound.	["Beilstein chemical registry number"]
data:1004	Chemical registry number (Gmelin)	Gmelin registry number of a chemical compound.	["Gmelin chemical registry number"]
data:1005	HET group name	3-letter code word for a ligand (HET group) from a PDB file, for example ATP.	["Short ligand name","Component identifier code"]
data:1006	Amino acid name	String of one or more ASCII characters representing an amino acid.	[]
data:1007	Nucleotide code	String of one or more ASCII characters representing a nucleotide.	[]
data:1008	Polypeptide chain ID	Identifier of a polypeptide chain from a protein.	["PDB chain identifier","Polypeptide chain identifier","PDB strand id","Protein chain identifier","Chain identifier"]
data:1009	Protein name	Name of a protein.	[]
data:1010	Enzyme identifier	Name or other identifier of an enzyme or record from a database of enzymes.	[]
data:1011	EC number	An Enzyme Commission (EC) number of an enzyme.	["EC code","EC","Enzyme Commission number"]
data:1012	Enzyme name	Name of an enzyme.	[]
data:1013	Restriction enzyme name	Name of a restriction enzyme.	[]
data:1014	Sequence position specification	A specification (partial or complete) of one or more positions or regions of a molecular sequence or map.	[]
data:1015	Sequence feature ID	A unique identifier of molecular sequence feature, for example an ID of a feature that is unique within the scope of the GFF file.	[]
data:1016	Sequence position	A position of one or more points (base or residue) in a sequence, or part of such a specification.	["SO:0000735"]
data:1017	Sequence range	Specification of range(s) of sequence positions.	[]
data:1018	Nucleic acid feature identifier	Name or other identifier of an nucleic acid feature.	[]
data:1019	Protein feature identifier	Name or other identifier of a protein feature.	[]
data:1020	Sequence feature key	The type of a sequence feature, typically a term or accession from the Sequence Ontology, for example an EMBL or Swiss-Prot sequence feature key.	["Sequence feature method","Sequence feature type"]
data:1021	Sequence feature qualifier	Typically one of the EMBL or Swiss-Prot feature qualifiers.	[]
data:1022	Sequence feature label	A name of a sequence feature, e.g. the name of a feature to be displayed to an end-user. Typically an EMBL or Swiss-Prot feature label.	["Sequence feature name"]
data:1023	EMBOSS Uniform Feature Object	The name of a sequence feature-containing entity adhering to the standard feature naming scheme used by all EMBOSS applications.	["UFO"]
data:1024	Codon name	String of one or more ASCII characters representing a codon.	[]
data:1025	Gene identifier	An identifier of a gene, such as a name/symbol or a unique identifier of a gene in a database.	[]
data:1026	Gene symbol	The short name of a gene; a single word that does not contain white space characters. It is typically derived from the gene name.	[]
data:1027	Gene ID (NCBI)	An NCBI unique identifier of a gene.	["Gene identifier (NCBI)","NCBI gene ID","Entrez gene ID","NCBI geneid","Gene identifier (Entrez)"]
data:1028	Gene identifier (NCBI RefSeq)	An NCBI RefSeq unique identifier of a gene.	[]
data:1029	Gene identifier (NCBI UniGene)	An NCBI UniGene unique identifier of a gene.	[]
data:1030	Gene identifier (Entrez)	An Entrez unique identifier of a gene.	[]
data:1031	Gene ID (CGD)	Identifier of a gene or feature from the CGD database.	["CGD ID"]
data:1032	Gene ID (DictyBase)	Identifier of a gene from DictyBase.	[]
data:1033	Ensembl gene ID	Unique identifier for a gene (or other feature) from the Ensembl database.	["Gene ID (Ensembl)"]
data:1034	Gene ID (SGD)	Identifier of an entry from the SGD database.	["SGD identifier"]
data:1035	Gene ID (GeneDB)	Identifier of a gene from the GeneDB database.	["GeneDB identifier"]
data:1036	TIGR identifier	Identifier of an entry from the TIGR database.	[]
data:1037	TAIR accession (gene)	Identifier of an gene from the TAIR database.	[]
data:1038	Protein domain ID	Identifier of a protein structural domain.	[]
data:1039	SCOP domain identifier	Identifier of a protein domain (or other node) from the SCOP database.	[]
data:1040	CATH domain ID	Identifier of a protein domain from CATH.	["CATH domain identifier"]
data:1041	SCOP concise classification string (sccs)	A SCOP concise classification string (sccs) is a compact representation of a SCOP domain classification.	[]
data:1042	SCOP sunid	Unique identifier (number) of an entry in the SCOP hierarchy, for example 33229.	["SCOP unique identifier","sunid"]
data:1043	CATH node ID	A code number identifying a node from the CATH database.	["CATH node identifier","CATH code"]
data:1044	Kingdom name	The name of a biological kingdom (Bacteria, Archaea, or Eukaryotes).	[]
data:1045	Species name	The name of a species (typically a taxonomic group) of organism.	["Organism species"]
data:1046	Strain name	The name of a strain of an organism variant, typically a plant, virus or bacterium.	[]
data:1047	URI	A string of characters that name or otherwise identify a resource on the Internet.	["URIs"]
data:1048	Database ID	An identifier of a biological or bioinformatics database.	["Database identifier"]
data:1049	Directory name	The name of a directory.	[]
data:1050	File name	The name (or part of a name) of a file (of any type).	[]
data:1051	Ontology name	Name of an ontology of biological or bioinformatics concepts and relations.	[]
data:1052	URL	A Uniform Resource Locator (URL).	[]
data:1053	URN	A Uniform Resource Name (URN).	[]
data:1055	LSID	A Life Science Identifier (LSID) - a unique identifier of some data.	["Life Science Identifier"]
data:1056	Database name	The name of a biological or bioinformatics database.	[]
data:1057	Sequence database name	The name of a molecular sequence database.	[]
data:1058	Enumerated file name	The name of a file (of any type) with restricted possible values.	[]
data:1059	File name extension	The extension of a file name.	[]
data:1060	File base name	The base name of a file.	[]
data:1061	QSAR descriptor name	Name of a QSAR descriptor.	[]
data:1062	Database entry identifier	An identifier of an entry from a database where the same type of identifier is used for objects (data) of different semantic type.	[]
data:1063	Sequence identifier	An identifier of molecular sequence(s) or entries from a molecular sequence database.	[]
data:1064	Sequence set ID	An identifier of a set of molecular sequence(s).	[]
data:1065	Sequence signature identifier	Identifier of a sequence signature (motif or profile) for example from a database of sequence patterns.	[]
data:1066	Sequence alignment ID	Identifier of a molecular sequence alignment, for example a record from an alignment database.	[]
data:1067	Phylogenetic distance matrix identifier	Identifier of a phylogenetic distance matrix.	[]
data:1068	Phylogenetic tree ID	Identifier of a phylogenetic tree for example from a phylogenetic tree database.	[]
data:1069	Comparison matrix identifier	An identifier of a comparison matrix.	["Substitution matrix identifier"]
data:1070	Structure ID	A unique and persistent identifier of a molecular tertiary structure, typically an entry from a structure database.	[]
data:1071	Structural (3D) profile ID	Identifier or name of a structural (3D) profile or template (representing a structure or structure alignment).	["Structural profile identifier"]
data:1072	Structure alignment ID	Identifier of an entry from a database of tertiary structure alignments.	[]
data:1073	Amino acid index ID	Identifier of an index of amino acid physicochemical and biochemical property data.	[]
data:1074	Protein interaction ID	Identifier of a report of protein interactions from a protein interaction database (typically).	["Molecular interaction ID"]
data:1075	Protein family identifier	Identifier of a protein family.	["Protein secondary database record identifier"]
data:1076	Codon usage table name	Unique name of a codon usage table.	[]
data:1077	Transcription factor identifier	Identifier of a transcription factor (or a TF binding site).	[]
data:1078	Experiment annotation ID	Identifier of an entry from a database of microarray data.	[]
data:1079	Electron microscopy model ID	Identifier of an entry from a database of electron microscopy data.	[]
data:1080	Gene expression report ID	Accession of a report of gene expression (e.g. a gene expression profile) from a database.	["Gene expression profile identifier"]
data:1081	Genotype and phenotype annotation ID	Identifier of an entry from a database of genotypes and phenotypes.	[]
data:1082	Pathway or network identifier	Identifier of an entry from a database of biological pathways or networks.	[]
data:1083	Workflow ID	Identifier of a biological or biomedical workflow, typically from a database of workflows.	[]
data:1084	Data resource definition ID	Identifier of a data type definition from some provider.	["Data resource definition identifier"]
data:1085	Biological model ID	Identifier of a mathematical model, typically an entry from a database.	["Biological model identifier"]
data:1086	Compound identifier	Identifier of an entry from a database of chemicals.	["Small molecule identifier","Chemical compound identifier","Compound ID"]
data:1087	Ontology concept ID	A unique (typically numerical) identifier of a concept in an ontology of biological or bioinformatics concepts and relations.	[]
data:1088	Article ID	Unique identifier of a scientific article.	["Article identifier"]
data:1089	FlyBase ID	Identifier of an object from the FlyBase database.	[]
data:1091	WormBase name	Name of an object from the WormBase database, usually a human-readable name.	[]
data:1092	WormBase class	Class of an object from the WormBase database.	[]
data:1093	Sequence accession	A persistent, unique identifier of a molecular sequence database entry.	["Sequence accession number"]
data:1094	Sequence type	A label (text token) describing a type of molecular sequence.	[]
data:1095	EMBOSS Uniform Sequence Address	The name of a sequence-based entity adhering to the standard sequence naming scheme used by all EMBOSS applications.	["EMBOSS USA"]
data:1096	Sequence accession (protein)	Accession number of a protein sequence database entry.	["Protein sequence accession number"]
data:1097	Sequence accession (nucleic acid)	Accession number of a nucleotide sequence database entry.	["Nucleotide sequence accession number"]
data:1098	RefSeq accession	Accession number of a RefSeq database entry.	["RefSeq ID"]
data:1099	UniProt accession (extended)	Accession number of a UniProt (protein sequence) database entry. May contain version or isoform number.	[]
data:1100	PIR identifier	An identifier of PIR sequence database entry.	["PIR ID","PIR accession number"]
data:1101	TREMBL accession	Identifier of a TREMBL sequence database entry.	[]
data:1102	Gramene primary identifier	Primary identifier of a Gramene database entry.	["Gramene primary ID"]
data:1103	EMBL/GenBank/DDBJ ID	Identifier of a (nucleic acid) entry from the EMBL/GenBank/DDBJ databases.	[]
data:1104	Sequence cluster ID (UniGene)	A unique identifier of an entry (gene cluster) from the NCBI UniGene database.	["UniGene cluster ID","UniGene identifier","UniGene ID"]
data:1105	dbEST accession	Identifier of a dbEST database entry.	["dbEST ID"]
data:1106	dbSNP ID	Identifier of a dbSNP database entry.	["dbSNP identifier"]
data:1110	EMBOSS sequence type	The EMBOSS type of a molecular sequence.	[]
data:1111	EMBOSS listfile	List of EMBOSS Uniform Sequence Addresses (EMBOSS listfile).	[]
data:1112	Sequence cluster ID	An identifier of a cluster of molecular sequence(s).	[]
data:1113	Sequence cluster ID (COG)	Unique identifier of an entry from the COG database.	["COG ID"]
data:1114	Sequence motif identifier	Identifier of a sequence motif, for example an entry from a motif database.	[]
data:1115	Sequence profile ID	Identifier of a sequence profile.	[]
data:1116	ELM ID	Identifier of an entry from the ELMdb database of protein functional sites.	[]
data:1117	Prosite accession number	Accession number of an entry from the Prosite database.	["Prosite ID"]
data:1118	HMMER hidden Markov model ID	Unique identifier or name of a HMMER hidden Markov model.	[]
data:1119	JASPAR profile ID	Unique identifier or name of a profile from the JASPAR database.	[]
data:1120	Sequence alignment type	A label (text token) describing the type of a sequence alignment.	[]
data:1121	BLAST sequence alignment type	The type of a BLAST sequence alignment.	[]
data:1122	Phylogenetic tree type	A label (text token) describing the type of a phylogenetic tree.	[]
data:1123	TreeBASE study accession number	Accession number of an entry from the TreeBASE database.	[]
data:1124	TreeFam accession number	Accession number of an entry from the TreeFam database.	[]
data:1125	Comparison matrix type	A label (text token) describing the type of a comparison matrix.	[]
data:1126	Comparison matrix name	Unique name or identifier of a comparison matrix.	["Substitution matrix name"]
data:1127	PDB ID	An identifier of an entry from the PDB database.	["PDB identifier","PDBID"]
data:1128	AAindex ID	Identifier of an entry from the AAindex database.	[]
data:1129	BIND accession number	Accession number of an entry from the BIND database.	[]
data:1130	IntAct accession number	Accession number of an entry from the IntAct database.	[]
data:1131	Protein family name	Name of a protein family.	[]
data:1132	InterPro entry name	Name of an InterPro entry, usually indicating the type of protein matches for that entry.	[]
data:1133	InterPro accession	Primary accession number of an InterPro entry.	["InterPro primary accession","InterPro primary accession number"]
data:1134	InterPro secondary accession	Secondary accession number of an InterPro entry.	["InterPro secondary accession number"]
data:1135	Gene3D ID	Unique identifier of an entry from the Gene3D database.	[]
data:1136	PIRSF ID	Unique identifier of an entry from the PIRSF database.	[]
data:1137	PRINTS code	The unique identifier of an entry in the PRINTS database.	[]
data:1138	Pfam accession number	Accession number of a Pfam entry.	[]
data:1139	SMART accession number	Accession number of an entry from the SMART database.	[]
data:1140	Superfamily hidden Markov model number	Unique identifier (number) of a hidden Markov model from the Superfamily database.	[]
data:1141	TIGRFam ID	Accession number of an entry (family) from the TIGRFam database.	["TIGRFam accession number"]
data:1142	ProDom accession number	A ProDom domain family accession number.	[]
data:1143	TRANSFAC accession number	Identifier of an entry from the TRANSFAC database.	[]
data:1144	ArrayExpress accession number	Accession number of an entry from the ArrayExpress database.	["ArrayExpress experiment ID"]
data:1145	PRIDE experiment accession number	PRIDE experiment accession number.	[]
data:1146	EMDB ID	Identifier of an entry from the EMDB electron microscopy database.	[]
