id	name	description	synonyms
format:1513	KEGG REACTION enzyme report format	Format of an entry from the KEGG REACTION database of biochemical reactions.	[]
format:1514	KEGG ENZYME enzyme report format	Format of an entry from the KEGG ENZYME database.	[]
format:1515	REBASE proto enzyme report format	Format of an entry from the proto section of the REBASE enzyme database.	[]
format:1516	REBASE withrefm enzyme report format	Format of an entry from the withrefm section of the REBASE enzyme database.	[]
format:1551	Pcons report format	Format of output of the Pcons Model Quality Assessment Program (MQAP).	[]
format:1552	ProQ report format	Format of output of the ProQ protein model quality predictor.	[]
format:1563	SMART domain assignment report format	Format of SMART domain assignment data.	[]
format:1568	BIND entry format	Entry format for the BIND database of protein interaction.	[]
format:1569	IntAct entry format	Entry format for the IntAct database of protein interaction.	[]
format:1570	InterPro entry format	Entry format for the InterPro database of protein signatures (sequence classifiers) and classified sequences.	[]
format:1571	InterPro entry abstract format	Entry format for the textual abstract of signatures in an InterPro entry and its protein matches.	[]
format:1572	Gene3D entry format	Entry format for the Gene3D protein secondary database.	[]
format:1573	PIRSF entry format	Entry format for the PIRSF protein secondary database.	[]
format:1574	PRINTS entry format	Entry format for the PRINTS protein secondary database.	[]
format:1575	Panther Families and HMMs entry format	Entry format for the Panther library of protein families and subfamilies.	[]
format:1576	Pfam entry format	Entry format for the Pfam protein secondary database.	[]
format:1577	SMART entry format	Entry format for the SMART protein secondary database.	[]
format:1578	Superfamily entry format	Entry format for the Superfamily protein secondary database.	[]
format:1579	TIGRFam entry format	Entry format for the TIGRFam protein secondary database.	[]
format:1580	ProDom entry format	Entry format for the ProDom protein domain classification database.	[]
format:1581	FSSP entry format	Entry format for the FSSP database.	[]
format:1582	findkm	A report format for the kinetics of enzyme-catalysed reaction(s) in a format generated by EMBOSS findkm. This includes Michaelis Menten plot, Hanes Woolf plot, Michaelis Menten constant (Km) and maximum velocity (Vmax).	[]
format:1603	Ensembl gene report format	Entry format of Ensembl genome database.	[]
format:1604	DictyBase gene report format	Entry format of DictyBase genome database.	[]
format:1605	CGD gene report format	Entry format of Candida Genome database.	[]
format:1606	DragonDB gene report format	Entry format of DragonDB genome database.	[]
format:1607	EcoCyc gene report format	Entry format of EcoCyc genome database.	[]
format:1608	FlyBase gene report format	Entry format of FlyBase genome database.	[]
format:1609	Gramene gene report format	Entry format of Gramene genome database.	[]
format:1610	KEGG GENES gene report format	Entry format of KEGG GENES genome database.	[]
format:1611	MaizeGDB gene report format	Entry format of the Maize genetics and genomics database (MaizeGDB).	[]
format:1612	MGD gene report format	Entry format of the Mouse Genome Database (MGD).	[]
format:1613	RGD gene report format	Entry format of the Rat Genome Database (RGD).	[]
format:1614	SGD gene report format	Entry format of the Saccharomyces Genome Database (SGD).	[]
format:1615	GeneDB gene report format	Entry format of the Sanger GeneDB genome database.	[]
format:1616	TAIR gene report format	Entry format of The Arabidopsis Information Resource (TAIR) genome database.	[]
format:1617	WormBase gene report format	Entry format of the WormBase genomes database.	[]
format:1618	ZFIN gene report format	Entry format of the Zebrafish Information Network (ZFIN) genome database.	[]
format:1619	TIGR gene report format	Entry format of the TIGR genome database.	[]
format:1620	dbSNP polymorphism report format	Entry format for the dbSNP database.	[]
format:1623	OMIM entry format	Format of an entry from the OMIM database of genotypes and phenotypes.	[]
format:1624	HGVbase entry format	Format of a record from the HGVbase database of genotypes and phenotypes.	[]
format:1625	HIVDB entry format	Format of a record from the HIVDB database of genotypes and phenotypes.	[]
format:1626	KEGG DISEASE entry format	Format of an entry from the KEGG DISEASE database.	[]
format:1627	Primer3 primer	Report format on PCR primers and hybridisation oligos as generated by Whitehead primer3 program.	[]
format:1628	ABI	A format of raw sequence read data from an Applied Biosystems sequencing machine.	[]
format:1629	mira	Format of MIRA sequence trace information file.	[]
format:1630	CAF	Common Assembly Format (CAF). A sequence assembly format including contigs, base-call qualities, and other metadata.	[]
format:1631	EXP	Sequence assembly project file EXP format.	["Affymetrix EXP format","EXP"]
format:1632	SCF	Staden Chromatogram Files format (SCF) of base-called sequence reads, qualities, and other metadata.	[]
format:1633	PHD	PHD sequence trace format to store serialised chromatogram data (reads).	[]
format:1637	dat	Format of Affymetrix data file of raw image data.	["Affymetrix image data file format"]
format:1638	cel	Format of Affymetrix data file of information about (raw) expression levels of the individual probes.	["Affymetrix probe raw data format"]
format:1639	affymetrix	Format of affymetrix gene cluster files (hc-genes.txt, hc-chips.txt) from hierarchical clustering.	[]
format:1640	ArrayExpress entry format	Entry format for the ArrayExpress microarrays database.	[]
format:1641	affymetrix-exp	Affymetrix data file format for information about experimental conditions and protocols.	["Affymetrix experimental conditions data file format"]
format:1644	CHP	Format of Affymetrix data file of information about (normalised) expression levels of the individual probes.	["Affymetrix probe normalised data format"]
format:1645	EMDB entry format	Format of an entry from the Electron Microscopy DataBase (EMDB).	[]
format:1647	KEGG PATHWAY entry format	The format of an entry from the KEGG PATHWAY database of pathway maps for molecular interactions and reaction networks.	[]
format:1648	MetaCyc entry format	The format of an entry from the MetaCyc metabolic pathways database.	[]
format:1649	HumanCyc entry format	The format of a report from the HumanCyc metabolic pathways database.	[]
format:1650	INOH entry format	The format of an entry from the INOH signal transduction pathways database.	[]
format:1651	PATIKA entry format	The format of an entry from the PATIKA biological pathways database.	[]
format:1652	Reactome entry format	The format of an entry from the reactome biological pathways database.	[]
format:1653	aMAZE entry format	The format of an entry from the aMAZE biological pathways and molecular interactions database.	[]
format:1654	CPDB entry format	The format of an entry from the CPDB database.	[]
format:1655	Panther Pathways entry format	The format of an entry from the Panther Pathways database.	[]
format:1665	Taverna workflow format	Format of Taverna workflows.	[]
format:1666	BioModel mathematical model format	Format of mathematical models from the BioModel database.	[]
format:1697	KEGG LIGAND entry format	The format of an entry from the KEGG LIGAND chemical database.	[]
format:1698	KEGG COMPOUND entry format	The format of an entry from the KEGG COMPOUND database.	[]
format:1699	KEGG PLANT entry format	The format of an entry from the KEGG PLANT database.	[]
format:1700	KEGG GLYCAN entry format	The format of an entry from the KEGG GLYCAN database.	[]
format:1701	PubChem entry format	The format of an entry from PubChem.	[]
format:1702	ChemSpider entry format	The format of an entry from a database of chemical structures and property predictions.	[]
format:1703	ChEBI entry format	The format of an entry from Chemical Entities of Biological Interest (ChEBI).	[]
format:1704	MSDchem ligand dictionary entry format	The format of an entry from the MSDchem ligand dictionary.	[]
format:1705	HET group dictionary entry format	The format of an entry from the HET group dictionary (HET groups from PDB files).	[]
format:1706	KEGG DRUG entry format	The format of an entry from the KEGG DRUG database.	[]
format:1734	PubMed citation	Format of bibliographic reference as used by the PubMed database.	[]
format:1735	Medline Display Format	Format for abstracts of scientific articles from the Medline database.	[]
format:1736	CiteXplore-core	CiteXplore 'core' citation format including title, journal, authors and abstract.	[]
format:1737	CiteXplore-all	CiteXplore 'all' citation format includes all known details such as Mesh terms and cross-references.	[]
format:1739	pmc	Article format of the PubMed Central database.	[]
format:1740	iHOP format	The format of iHOP (Information Hyperlinked over Proteins) text-mining result.	[]
format:1741	OSCAR format	OSCAR format of annotated chemical text.	[]
format:1747	PDB atom record format	Format of an ATOM record (describing data for an individual atom) from a PDB file.	[]
format:1760	CATH chain report format	Format of CATH domain classification information for a polypeptide chain.	[]
format:1761	CATH PDB report format	Format of CATH domain classification information for a protein PDB file.	[]
format:1782	NCBI gene report format	Entry (gene) format of the NCBI database.	[]
format:1808	GeneIlluminator gene report format	Report format for biological functions associated with a gene name and its alternative names (synonyms, homonyms), as generated by the GeneIlluminator service.	[]
format:1809	BacMap gene card format	Format of a report on the DNA and protein sequences for a given gene label from a bacterial chromosome maps from the BacMap database.	[]
format:1810	ColiCard report format	Format of a report on Escherichia coli genes, proteins and molecules from the CyberCell Database (CCDB).	[]
format:1861	PlasMapper TextMap	Map of a plasmid (circular DNA) in PlasMapper TextMap format.	[]
format:1910	newick	Phylogenetic tree Newick (text) format.	["nh"]
format:1911	TreeCon format	Phylogenetic tree TreeCon (text) format.	[]
format:1912	Nexus format	Phylogenetic tree Nexus (text) format.	[]
format:1915	Format	A defined way or layout of representing and structuring data in a computer file, blob, string, message, or elsewhere.	["Data model","Exchange format","Data format","File format"]
format:1918	Atomic data format	Data format for an individual atom.	[]
format:1919	Sequence record format	Data format for a molecular sequence record.	[]
format:1920	Sequence feature annotation format	Data format for molecular sequence feature information.	[]
format:1921	Alignment format	Data format for molecular sequence alignment information.	[]
format:1923	acedb	ACEDB sequence format.	[]
format:1924	clustal sequence format	Clustalw output format.	[]
format:1925	codata	Codata entry format.	[]
format:1926	dbid	Fasta format variant with database name before ID.	[]
format:1927	EMBL format	EMBL entry format.	["EMBL","EMBL sequence format"]
format:1928	Staden experiment format	Staden experiment file format.	[]
format:1929	FASTA	FASTA format including NCBI-style IDs.	["FASTA sequence format","FASTA format"]
format:1930	FASTQ	FASTQ short read format ignoring quality scores.	["FASTAQ","fq"]
format:1931	FASTQ-illumina	FASTQ Illumina 1.3 short read format.	[]
format:1932	FASTQ-sanger	FASTQ short read format with phred quality.	[]
format:1933	FASTQ-solexa	FASTQ Solexa/Illumina 1.0 short read format.	[]
format:1934	fitch program	Fitch program format.	[]
format:1935	GCG	GCG sequence file format.	["GCG SSF"]
format:1936	GenBank format	Genbank entry format.	["GenBank"]
format:1937	genpept	Genpept protein entry format.	[]
format:1938	GFF2-seq	GFF feature file format with sequence in the header.	[]
format:1939	GFF3-seq	GFF3 feature file format with sequence.	[]
format:1940	giFASTA format	FASTA sequence format including NCBI-style GIs.	[]
format:1941	hennig86	Hennig86 output sequence format.	[]
format:1942	ig	Intelligenetics sequence format.	[]
format:1943	igstrict	Intelligenetics sequence format (strict version).	[]
format:1944	jackknifer	Jackknifer interleaved and non-interleaved sequence format.	[]
format:1945	mase format	Mase program sequence format.	[]
format:1946	mega-seq	Mega interleaved and non-interleaved sequence format.	[]
format:1947	GCG MSF	GCG MSF (multiple sequence file) file format.	[]
format:1948	nbrf/pir	NBRF/PIR entry sequence format.	["nbrf","pir"]
format:1949	nexus-seq	Nexus/paup interleaved sequence format.	[]
format:1950	pdbatom	PDB sequence format (ATOM lines).	[]
format:1951	pdbatomnuc	PDB nucleotide sequence format (ATOM lines).	[]
format:1952	pdbseqresnuc	PDB nucleotide sequence format (SEQRES lines).	[]
format:1953	pdbseqres	PDB sequence format (SEQRES lines).	[]
format:1954	Pearson format	Plain old FASTA sequence format (unspecified format for IDs).	[]
format:1955	phylip sequence format	Phylip interleaved sequence format.	[]
format:1956	phylipnon sequence format	PHYLIP non-interleaved sequence format.	[]
format:1957	raw	Raw sequence format with no non-sequence characters.	[]
format:1958	refseqp	Refseq protein entry sequence format.	[]
format:1959	selex sequence format	Selex sequence format.	[]
format:1960	Staden format	Staden suite sequence format.	[]
format:1961	Stockholm format	Stockholm multiple sequence alignment format (used by Pfam and Rfam).	[]
format:1962	strider format	DNA strider output sequence format.	[]
format:1963	UniProtKB format	UniProtKB entry sequence format.	["SwissProt format","UniProt format"]
format:1964	plain text format (unformatted)	Plain text sequence format (essentially unformatted).	[]
format:1965	treecon sequence format	Treecon output sequence format.	[]
format:1966	ASN.1 sequence format	NCBI ASN.1-based sequence format.	[]
format:1967	DAS format	DAS sequence (XML) format (any type).	["das sequence format"]
format:1968	dasdna	DAS sequence (XML) format (nucleotide-only).	[]
format:1969	debug-seq	EMBOSS debugging trace sequence format of full internal data content.	[]
format:1970	jackknifernon	Jackknifer output sequence non-interleaved format.	[]
format:1971	meganon sequence format	Mega non-interleaved output sequence format.	[]
format:1972	NCBI format	NCBI FASTA sequence format with NCBI-style IDs.	[]
format:1973	nexusnon	Nexus/paup non-interleaved sequence format.	[]
format:1974	GFF2	General Feature Format (GFF) of sequence features.	[]
format:1975	GFF3	Generic Feature Format version 3 (GFF3) of sequence features.	[]
format:1976	pir	PIR feature format.	[]
format:1977	swiss feature	Swiss-Prot feature format.	[]
format:1978	DASGFF	DAS GFF (XML) feature format.	["DASGFF feature","das feature"]
format:1979	debug-feat	EMBOSS debugging trace feature format of full internal data content.	[]
format:1980	EMBL feature	EMBL feature format.	[]
format:1981	GenBank feature	Genbank feature format.	[]
format:1982	ClustalW format	ClustalW format for (aligned) sequences.	["clustal"]
format:1983	debug	EMBOSS alignment format for debugging trace of full internal data content.	[]
format:1984	FASTA-aln	Fasta format for (aligned) sequences.	[]
format:1985	markx0	Pearson MARKX0 alignment format.	[]
format:1986	markx1	Pearson MARKX1 alignment format.	[]
format:1987	markx10	Pearson MARKX10 alignment format.	[]
format:1988	markx2	Pearson MARKX2 alignment format.	[]
format:1989	markx3	Pearson MARKX3 alignment format.	[]
format:1990	match	Alignment format for start and end of matches between sequence pairs.	[]
format:1991	mega	Mega format for (typically aligned) sequences.	[]
format:1992	meganon	Mega non-interleaved format for (typically aligned) sequences.	[]
format:1993	msf alignment format	MSF format for (aligned) sequences.	[]
format:1994	nexus alignment format	Nexus/paup format for (aligned) sequences.	[]
format:1995	nexusnon alignment format	Nexus/paup non-interleaved format for (aligned) sequences.	[]
format:1996	pair	EMBOSS simple sequence pair alignment format.	[]
format:1997	PHYLIP format	Phylip format for (aligned) sequences.	["ph","PHYLIP interleaved format","phy","PHYLIP"]
format:1998	PHYLIP sequential	Phylip non-interleaved format for (aligned) sequences.	["PHYLIP sequential format","phylipnon"]
format:1999	scores format	Alignment format for score values for pairs of sequences.	[]
format:2000	selex	SELEX format for (aligned) sequences.	[]
format:2001	EMBOSS simple format	EMBOSS simple multiple alignment format.	[]
format:2002	srs format	Simple multiple sequence (alignment) format for SRS.	[]
format:2003	srspair	Simple sequence pair (alignment) format for SRS.	[]
format:2004	T-Coffee format	T-Coffee program alignment format.	[]
format:2005	TreeCon-seq	Treecon format for (aligned) sequences.	[]
format:2006	Phylogenetic tree format	Data format for a phylogenetic tree.	[]
format:2013	Biological pathway or network format	Data format for a biological pathway or network.	[]
format:2014	Sequence-profile alignment format	Data format for a sequence-profile alignment.	[]
format:2015	Sequence-profile alignment (HMM) format	Data format for a sequence-HMM profile alignment.	[]
format:2017	Amino acid index format	Data format for an amino acid index.	[]
format:2020	Article format	Data format for a full-text scientific article.	["Literature format"]
format:2021	Text mining report format	Data format of a report from text mining.	[]
format:2027	Enzyme kinetics report format	Data format for reports on enzyme kinetics.	[]
format:2030	Chemical data format	Format of a report on a chemical compound.	["Small molecule report format","Chemical structure format","Small molecule structure format","Chemical compound annotation format"]
format:2031	Gene annotation format	Format of a report on a particular locus, gene, gene system or groups of genes.	["Gene features format"]
format:2032	Workflow format	Format of a workflow.	["Programming language","Script format"]
format:2033	Tertiary structure format	Data format for a molecular tertiary structure.	[]
format:2034	Biological model format	Data format for a biological model.	[]
format:2035	Chemical formula format	Text format of a chemical formula.	[]
format:2036	Phylogenetic character data format	Format of raw (unplotted) phylogenetic data.	[]
format:2037	Phylogenetic continuous quantitative character format	Format of phylogenetic continuous quantitative character data.	[]
format:2038	Phylogenetic discrete states format	Format of phylogenetic discrete states data.	[]
format:2039	Phylogenetic tree report (cliques) format	Format of phylogenetic cliques data.	[]
format:2040	Phylogenetic tree report (invariants) format	Format of phylogenetic invariants data.	[]
format:2045	Electron microscopy model format	Annotation format for electron microscopy models.	[]
format:2049	Phylogenetic tree report (tree distances) format	Format for phylogenetic tree distance data.	[]
format:2051	Polymorphism report format	Format for sequence polymorphism data.	[]
format:2052	Protein family report format	Format for reports on a protein family.	[]
format:2054	Protein interaction format	Format for molecular interaction data.	["Molecular interaction format"]
format:2055	Sequence assembly format	Format for sequence assembly data.	[]
format:2056	Microarray experiment data format	Format for information about a microarray experimental per se (not the data generated from that experiment).	[]
format:2057	Sequence trace format	Format for sequence trace data (i.e. including base call information).	[]
format:2058	Gene expression report format	Format of a file of gene expression data, e.g. a gene expression matrix or profile.	["Gene expression data format"]
format:2059	Genotype and phenotype annotation format	Format of a report on genotype / phenotype information.	[]
format:2060	Map format	Format of a map of (typically one) molecular sequence annotated with features.	[]
format:2061	Nucleic acid features (primers) format	Format of a report on PCR primers or hybridisation oligos in a nucleic acid sequence.	[]
format:2062	Protein report format	Format of a report of general information about a specific protein.	[]
format:2063	Protein report (enzyme) format	Format of a report of general information about a specific enzyme.	[]
format:2064	3D-1D scoring matrix format	Format of a matrix of 3D-1D scores (amino acid environment probabilities).	[]
format:2065	Protein structure report (quality evaluation) format	Format of a report on the quality of a protein three-dimensional model.	[]
format:2066	Database hits (sequence) format	Format of a report on sequence hits and associated data from searching a sequence database.	[]
format:2067	Sequence distance matrix format	Format of a matrix of genetic distances between molecular sequences.	[]
format:2068	Sequence motif format	Format of a sequence motif.	[]
format:2069	Sequence profile format	Format of a sequence profile.	[]
format:2072	Hidden Markov model format	Format of a hidden Markov model.	[]
format:2074	Dirichlet distribution format	Data format of a dirichlet distribution.	[]
format:2075	HMM emission and transition counts format	Data format for the emission and transition counts of a hidden Markov model.	[]
format:2076	RNA secondary structure format	Format for secondary structure (predicted or real) of an RNA molecule.	[]
format:2077	Protein secondary structure format	Format for secondary structure (predicted or real) of a protein molecule.	[]
format:2078	Sequence range format	Format used to specify range(s) of sequence positions.	[]
format:2094	pure	Alphabet for molecular sequence with possible unknown positions but without non-sequence characters.	[]
format:2095	unpure	Alphabet for a molecular sequence with possible unknown positions but possibly with non-sequence characters.	[]
format:2096	unambiguous sequence	Alphabet for a molecular sequence with possible unknown positions but without ambiguity characters.	[]
format:2097	ambiguous	Alphabet for a molecular sequence with possible unknown positions and possible ambiguity characters.	[]
format:2155	Sequence features (repeats) format	Format used for map of repeats in molecular (typically nucleotide) sequences.	[]
format:2158	Nucleic acid features (restriction sites) format	Format used for report on restriction enzyme recognition sites in nucleotide sequences.	[]
format:2159	Gene features (coding region) format	Format used for report on coding regions in nucleotide sequences.	[]
format:2170	Sequence cluster format	Format used for clusters of molecular sequences.	[]
format:2171	Sequence cluster format (protein)	Format used for clusters of protein sequences.	[]
format:2172	Sequence cluster format (nucleic acid)	Format used for clusters of nucleotide sequences.	[]
format:2175	Gene cluster format	Format used for clusters of genes.	[]
format:2181	EMBL-like (text)	A text format resembling EMBL entry format.	[]
format:2182	FASTQ-like format (text)	A text format resembling FASTQ short read format.	[]
format:2183	EMBLXML	XML format for EMBL entries.	[]
format:2184	cdsxml	XML format for EMBL entries.	[]
format:2185	insdxml	XML format for EMBL entries.	[]
format:2186	geneseq	Geneseq sequence format.	[]
format:2187	UniProt-like (text)	A text sequence format resembling uniprotkb entry format.	[]
format:2188	UniProt format	UniProt entry sequence format.	[]
format:2189	ipi	ipi sequence format.	[]
format:2194	medline	Abstract format used by MedLine database.	[]
format:2195	Ontology format	Format used for ontologies.	[]
format:2196	OBO format	A serialisation format conforming to the Open Biomedical Ontologies (OBO) model.	[]
format:2197	OWL format	A serialisation format conforming to the Web Ontology Language (OWL) model.	[]
format:2200	FASTA-like (text)	A text format resembling FASTA format.	[]
format:2202	Sequence record full format	Data format for a molecular sequence record, typically corresponding to a full entry from a molecular sequence database.	[]
format:2203	Sequence record lite format	Data format for a molecular sequence record 'lite', typically molecular sequence and minimal metadata, such as an identifier of the sequence and/or a comment.	[]
format:2204	EMBL format (XML)	An XML format for EMBL entries.	[]
format:2205	GenBank-like format (text)	A text format resembling GenBank entry (plain text) format.	[]
format:2206	Sequence feature table format (text)	Text format for a sequence feature table.	[]
format:2210	Strain data format	Format of a report on organism strain data / cell line.	[]
format:2211	CIP strain data format	Format for a report of strain data as used for CIP database entries.	[]
format:2243	phylip property values	PHYLIP file format for phylogenetic property data.	[]
format:2303	STRING entry format (HTML)	Entry format (HTML) for the STRING database of protein interaction.	[]
format:2304	STRING entry format (XML)	Entry format (XML) for the STRING database of protein interaction.	[]
format:2305	GFF	GFF feature format (of indeterminate version).	[]
format:2306	GTF	Gene Transfer Format (GTF), a restricted version of GFF.	[]
format:2310	FASTA-HTML	FASTA format wrapped in HTML elements.	[]
format:2311	EMBL-HTML	EMBL entry format wrapped in HTML elements.	[]
format:2322	BioCyc enzyme report format	Format of an entry from the BioCyc enzyme database.	[]
format:2323	ENZYME enzyme report format	Format of an entry from the Enzyme nomenclature database (ENZYME).	[]
format:2328	PseudoCAP gene report format	Format of a report on a gene from the PseudoCAP database.	[]
format:2329	GeneCards gene report format	Format of a report on a gene from the GeneCards database.	[]
format:2330	Textual format	Textual format.	["Plain text format","txt"]
format:2331	HTML	HTML format.	["Hypertext Markup Language"]
format:2332	XML	eXtensible Markup Language (XML) format.	["eXtensible Markup Language"]
format:2333	Binary format	Binary format.	[]
format:2334	URI format	Typical textual representation of a URI.	[]
format:2341	NCI-Nature pathway entry format	The format of an entry from the NCI-Nature pathways database.	[]
