id	name	description	synonyms
DOID:0050035	African tick-bite fever	A spotted fever that has_material_basis_in Rickettsia africae, which is transmitted_by ticks (Amblyomma hebraeum and Amblyomma variegatum). The infection has_symptom fever, has_symptom eschar and has_symptom maculopapular rash.	["Rickettsia africae spotted fever","south african tick-bite fever"]
DOID:0050041	Astrakhan spotted fever	A spotted fever that has_material_basis_in Rickettsia conorii subsp caspia, which is transmitted_by ticks (Rhipicephalus pumilio and Rhipicephalus sanguineus). The infection has_symptom fever, has_symptom eschar (usually single), has_symptom regional adenopathy, has_symptom maculopapular rash on extremities.	[]
DOID:0050042	Indian tick typhus	A spotted fever that has_material_basis_in Rickettsia conorii subsp indica, which is transmitted_by ticks (Rhipicephalus sanguineus). The infection has_symptom fever, has_symptom eschar, has_symptom regional adenopathy, and has_symptom maculopapular rash on extremities.	[]
DOID:0050043	Israeli tick typhus	A spotted fever that has_material_basis_in Rickettsia conorii subsp israelensis, which is transmitted_by ticks (Rhipicephalus sanguineus). The infection has_symptom fever, has_symptom eschar, has_symptom regional adenopathy, and has_symptom maculopapular rash on extremities.	[]
DOID:0050046	Far Eastern spotted fever	A spotted fever that has_material_basis_in Rickettsia heilongjiangensis, which is transmitted_by ticks (Haemaphysalis concinna). The infection has_symptom fever, has_symptom eschar, has_symptom maculopapular rash, and has_symptom regional adenopathy.	["Rickettsia heilongjiangensis spotted fever"]
DOID:0050047	Flinders Island spotted fever	A spotted fever that has_material_basis_in Rickettsia honei, which is transmitted_by cayenne ticks (Amblyomma cajennense). The infection has_symptom mild spotted fever, has_symptom eschar and has_symptom adenopathy.	["Thai tick typhus"]
DOID:0050050	Japanese spotted fever	A spotted fever that has_material_basis_in Rickettsia japonica, which is transmitted_by ticks (Dermacentor taiwanensis and Haemaphysalis flava). The infection has_symptom fever, has_symptom eschars, has_symptom regional adenopathy, and has_symptom rash on extremities.	["oriental spotted fever","Rickettsia japonica spotted fever"]
DOID:0050051	Rickettsia parkeri spotted fever	A spotted fever that has_material_basis_in Rickettsia parkeri, which is transmitted_by Gulf Coast tick (Amblyomma maculatum). The infection has_symptom fever, has_symptom headache, has_symptom eschar, and has_symptom rash.	["maculatum infection"]
DOID:0050052	Rocky Mountain spotted fever	A spotted fever that has_material_basis_in Rickettsia rickettsii, which is transmitted_by ticks (Dermacentor variabilis and Dermacentor andersoni). The infection has_symptom fever, has_symptom headache, has_symptom abdominal pain, and has_symptom maculopapular rash progressing into papular or petechial rash.	["Tick typhus"]
DOID:0050053	obsolete Rickettsia honei spotted fever		[]
DOID:0050059	oropharyngeal anthrax	A gastrointestinal anthrax that results in infection located in mucosa of oropharynx, has_material_basis_in Bacillus anthracis, which is transmitted by ingestion of anthrax-infected meat. The infection has symptom lesions, has symptom vomiting of blood, has symptom severe diarrhea, has symptom loss of appetite.	[]
DOID:0050061	erysipeloid	A primary bacterial infectious disease that results_in infection located_in skin, has_material_basis_in Erysipelothrix rhusiopathiae, which is transmitted_by contact with infected animals. The infection has_symptom redness of skin, has_symptom tenderness of skin and has_symptom warmth of skin.	[]
DOID:0050063	obsolete abortive plague		[]
DOID:0050065	obsolete cutaneous listeriosis		[]
DOID:0050066	obsolete Listeria meningoencephalitis		[]
DOID:0050067	obsolete Listeria septicaemia		[]
DOID:0050068	obsolete pestis minor	A bubonic plague that results_in a benign form of bubonic plague, has_symptom fever, has_symptom lymphadenitis, has_symptom headache and has_symptom prostration.	[]
DOID:0050069	obsolete Yersinia pestis infectious disease		[]
DOID:0050070	obsolete plague meningitis		[]
DOID:0050072	adiaspiromycosis	A primary systemic mycosis that is a fungal infection located_in lungs, or located_in skin, which results_in disseminated granulomatous pulmonary process and cutaneous infection in rodents, small wild mammals and humans, has_material_basis_in Chrysosporium parvum or Emmonsia crescens.	[]
DOID:0050073	invasive aspergillosis	An aspergillosis that is a serious fungal infection of the lung with pneumonia caused by Aspergillus, which spreads to other parts of the body through bloodstream in patients with acute leukemia and recipients of tissue transplants. Clinical symptoms include pulmonary nodules and hemorrhage.	[]
DOID:0050074	obsolete tonsillar aspergillosis	An aspergillosis that involves fungal infection of the tonsils by Aspergillus species.	[]
DOID:0050075	obsolete pulmonary blastomycosis	A primary systemic mycosis that results_in fungal infection located_in lungs, has_material_basis_in Blastomyces dermatitidis, transmitted_by airborne spores and has_symptom lung lesions, has_symptom pleural thickening and results_in_formation_of pulmonary nodules.	[]
DOID:0050078	obsolete cervix tuberculosis		[]
DOID:0050079	obsolete niacin deficiency		[]
DOID:0050080	obsolete iodine deficiency		[]
DOID:0050082	obsolete hepatic Torque teno virus infectious disease	A viral infectious disease that results_in infection located_in liver, has_material_basis_in Torque teno virus, which is transmitted_by blood transfusion.	["Transfussion-transmitted virus liver infection","TT virus liver infection"]
DOID:0050083	Keshan disease	A nutritional deficiency that is disease characterized by a cardiomyopathy secondary to selenium deficiency.	[]
DOID:0050084	obsolete rhinotracheitis	An upper respiratory tract disease involving inflammation of the nasal cavities and trachea caused by feline herpesvirus 1, of the family Herpesviridae in cats and especially young kittens that is characterized by sneezing, conjunctivitis with discharge, and nasal discharges.	["feline coryza","feline influenza","Feline viral rhinotracheitis"]
DOID:0050085	obsolete entomophthoromycosis	A subcutaneous mycosis that involves fungal infection of the subcutaneous tissue caused by members of the order Entomophthorales.	[]
DOID:0050086	obsolete cutaneous mucormycosis	An opportunistic mycosis that results_in fungal infection located_in cutaneous tissues or located_in subcutaneous tissues followed by a traumatic implantation of fungal elements through the skin, has_material_basis_in Mucorales molds and has_symptom necrotic lesions which progressively evolve from the epidermis into dermis and even muscle.	[]
DOID:0050088	obsolete gastrointestinal mucormycosis	A opportunistic mycosis that results_in fungal infection located_in gastrointestinal tract, has_material_basis_in Mucorales molds in immunocompromised patients, results_in_formation_of intra-abdominal abscess and has_symptom abdominal pain, has_symptom distention, has_symptom nausea, and has_symptom vomiting.	[]
DOID:0050089	obsolete pulmonary mucormycosis	An opportunistic mycosis that results_in fungal infection located_in lungs, has_material_basis_in Mucorales molds and has_symptom hemoptysis and has_symptom necrosis.	[]
DOID:0050090	obsolete rhinocerebral mucormycosis	An opportunistic mycosis that results_in fungal infection located_in nose, located_in sinuses, located_in eyes, and located_in brain of immunocompromised individuals and has_symptom orbital cellulitis, has_symptom proptosis, has_symptom pus discharge from the nose, and has_symptom seizures.	[]
DOID:0050091	obsolete disseminated paracoccidioidomycosis	A primary systemic mycosis that results_in systemic fungal infection through hematogenous spread, has_material_basis_in Paracoccidioides brasiliensis.	[]
DOID:0050092	obsolete pulmonary paracoccidioidomycosis	A primary systemic mycosis that results_in inflammation located_in lungs, has_material_basis_in Paracoccidioides brasiliensis and has_symptom cough, has_symptom fever, has_symptom night sweats, has_symptom malaise, and has_symptom weight loss.	[]
DOID:0050093	obsolete disseminated sporotrichosis	A primary systemic mycosis that results_in systemic fungal infection through hematogenous spread, has_material_basis_in Sporothrix schenckii, a dimorphic fungus.	[]
DOID:0050094	obsolete lymphocutaneous sporotrichosis	A primary systemic mycosis that results_in fungal infection located_in skin and located_in subcutaneous tissue, and located_in lymphatic vessel through direct inoculation from wood splinters or hay, has_material_basis_in Sporothrix schenckii, a dimorphic fungus, which results_in_formation_of erythematous papulonodular lesions at the site of implantation and along the lymphangitic channels which soon become palpable and ulcerate.	[]
DOID:0050095	obsolete pulmonary sporotrichosis	A primary systemic mycosis that results_in fungal infection located_in lung, has_material_basis_in Sporothrix schenckii, a dimorphic fungus, which is transmitted_by airborne spores and has_symptom productive cough, has_symptom nodules and cavitations of the lungs, has_symptom fibrosis, and has_symptom swollen hilar lymph nodes.	[]
DOID:0050096	tinea barbae	A dermatophytosis that results_in fungal infection which effects horny layer of epidermis of the bearded areas located_in face or located_in neck, has_material_basis_in Trichophyton mentagrophytes or has_material_basis_in Trichophyton verrucosum, which also effects hair, and effects nail and has_symptom inflammatory kerion-like plaques, and results_in_formation_of noninflammatory superficial perifollicular pustules.	["dermatophytosis of beard"]
DOID:0050097	ectothrix infectious disease	A tinea capitis that results_in fungal infection located_in cuticle of hair, has_material_basis_in Microsporum canis, has_material_basis_in Microsporum gypseum, has_material_basis_in Trichophyton equinum, and has_material_basis_in Trichophyton verrucosum, which produce arthroconidia on the exterior of the hair shaft.	[]
DOID:0050098	obsolete Microsporum audouinii tinea capitis	An ectothrix infectious disease that results_in non-inflammatory fungal infection located_in scalp and located_in skin, has_material_basis_in Microsporum audouinii.	[]
DOID:0050099	obsolete Microsporum canis tinea capitis	An ectothrix infectious disease that results_in zoophilic fungal infection located_in hair, located_in skin, and located_in nail, has_material_basis_in Microsporum canis.	[]
DOID:0050100	obsolete Microsporum distortum tinea capitis	An ectothrix infectious disease that results_in zoophilic fungal infection located_in skin, and located_in hair, has_material_basis_in Microsporum distortum, which causes infections in cats, dogs and other animals.	[]
DOID:0050101	obsolete Microsporum ferrugineum tinea capitis	An ectothrix infectious disease that results_in anthropophilic fungal infection located_in skin and located_in hair, has_material_basis_in Microsporum ferrugineum.	[]
DOID:0050102	obsolete Microsporum gypseum tinea capitis	An ectothrix infectious disease that results_in geophilic fungal infection located_in glabrous skin, located_in scalp and located_in hair, has_material_basis_in Microsporum gypseum, which results_in_formation_of inflammatory lesions.	[]
DOID:0050103	obsolete Microsporum nanum tinea capitis	An ectothrix infectious disease that results_in geophilic and zoophilic fungal infection located_in skin, located_in scalp and located_in hair, has_material_basis_in Microsporum nanum, which results_in_formation_of chronic non-inflammatory lesions in pigs and humans.	[]
DOID:0050104	obsolete Trichophyton verrucosum tinea capitis	An ectothrix infectious disease that results_in zoophilic inflammatory fungal infection located_in skin, located_in beard, located_in scalp and located_in nail in cattle and humans, has-agent Trichophyton verrucosum.	[]
DOID:0050105	endothrix infectious disease	A tinea capitis that results_in fungal infection located_in hair, has_material_basis_in Ascomycota fungi that belong to a group called dermatophytes, which produce arthroconidia within the hair shaft only.	[]
DOID:0050106	obsolete Trichophyton soudanense tinea capitis	An endothrix infectious disease that results_in anthropophilic fungal infection located_in scalp and located_in hair, has_material_basis_in Trichophyton soudanense.	[]
DOID:0050107	obsolete Trichophyton tonsurans tinea capitis	An endothrix infectious disease that results_in anthropophilic fungal infection located_in skin, located_in nail and located_in scalp, has_material_basis_in Trichophyton tonsurans and results_in_formation_of scaling lesions.	[]
DOID:0050108	obsolete Trichophyton violaceum tinea capitis	An endothrix infectious disease that results_in anthropophilic fungal infection located_in skin, located_in nail, located_in beard, and located_in scalp, has_material_basis_in Trichophyton violaceum and results_in_formation_of scaling lesions. The hairs become notably fragile and break easily at the level of the scalp. The rest of the infected follicle looks like black dots.	[]
DOID:0050110	obsolete Trichophyton schoenleinii tinea capitis	A tinea favosa that results_in anthropophilic fungal infection located_in scalp, has_material_basis_in Trichophyton schoenleinii. It is a chronic, scarring form of tinea capitis, which results_in_formation_of scutula and has_symptom permanent hair loss.	[]
DOID:0050111	obsolete Microsporum fulvum tinea capitis	An ectothrix infectious disease that results_in geophilic fungal infection located_in scalp and located_in hair in humans and animals, has_material_basis_in Microsporum fulvum.	[]
